"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","417.9","417.89160","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2017","2017","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","438.1","438.09128","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","16.8","16.75093","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2001","2001","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","24.3","24.25385","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2002","2002","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","26.8","26.81960","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2003","2003","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","29.6","29.64415","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2004","2004","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","30.2","30.22635","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2005","2005","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","41.8","41.84956","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2006","2006","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","44.0","43.97990","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2007","2007","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","42.5","42.45938","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2008","2008","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","37.6","37.64553","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2009","2009","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","42.5","42.47192","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2010","2010","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","46.0","46.04807","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","42.8","42.81159","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","52.9","52.92794","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2013","2013","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","58.2","58.19439","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2014","2014","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","68.1","68.09283","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2015","2015","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","62.9","62.91909","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2016","2016","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","62.6","62.64383","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2017","2017","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","61.8","61.77706","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","22.0","21.97907","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2001","2001","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","24.7","24.65722","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2002","2002","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","31.6","31.57450","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","35.5","35.53028","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","42.8","42.78245","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","47.0","46.98736","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","52.2","52.22412","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","53.4","53.38982","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2008","2008","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","62.7","62.72399","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","69.7","69.70874","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","66.5","66.52410","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","69.6","69.55190","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","98.1","98.12082","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","140.9","140.92590","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2014","2014","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","209.1","209.14668","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","280.7","280.67767","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","272.9","272.88593","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2017","2017","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","MMR","Myanmar","","287.6","287.64075","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","486.8","486.76273","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2001","2001","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","489.4","489.43625","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2002","2002","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","527.4","527.39539","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2003","2003","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","561.2","561.22351","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2004","2004","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","656.4","656.39331","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2005","2005","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","687.1","687.09949","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2006","2006","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","744.0","743.96594","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2007","2007","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","821.7","821.74127","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2008","2008","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","782.2","782.17322","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2009","2009","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","709.8","709.78284","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2010","2010","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","805.5","805.46021","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","856.6","856.64301","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","868.8","868.81580","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2013","2013","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","856.8","856.79132","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2014","2014","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","852.7","852.66394","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2015","2015","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","1058.3","1058.27051","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2016","2016","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","965.7","965.70642","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2017","2017","","AFR","Africa","","WB_UMI","Upper-middle-income","","NAM","Namibia","","895.4","895.35956","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","740.7","740.72522","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2001","2001","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","746.8","746.77704","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","732.2","732.16040","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","725.8","725.82037","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","598.8","598.75195","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","509.5","509.46921","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","579.4","579.36487","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","868.5","868.49426","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","1348.6","1348.57178","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","585.4","585.40002","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","708.9","708.85608","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2011","2011","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","660.8","660.83282","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","714.0","713.98865","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","708.4","708.38202","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","928.0","927.95868","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","1381.2","1381.18884","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","1556.5","1556.46875","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","NRU","Nauru","","1309.6","1309.59326","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","46.8","46.80875","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2001","2001","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","55.9","55.88099","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2002","2002","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","57.7","57.72293","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","59.0","58.99102","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","65.6","65.63763","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","67.6","67.57146","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","63.8","63.82852","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","69.5","69.49360","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2008","2008","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","77.4","77.37160","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","82.5","82.46499","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","96.8","96.77599","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","103.1","103.14722","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","110.8","110.83085","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","119.5","119.49541","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2014","2014","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","138.1","138.11929","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","153.7","153.71603","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","156.0","156.02007","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2017","2017","","SEAR","South-East Asia","","WB_LI","Low-income","","NPL","Nepal","","150.1","150.07343","","","","",""
"GHED_CHE_pc_PPP_SHA2011","Current health expenditure (CHE) per capita in PPP int$","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4952","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","NLD","Netherlands","","2466.1","2466.14526","","","","",""
