"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMDG2010","source","","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","TOTL","Total","","0.21","0.21000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMDG2010","source","","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","URB","Urban","","0.21","0.21000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMDV2004","source","","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MDV","Maldives","","URB","Urban","","6.85","6.85000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMDV2004","source","","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MDV","Maldives","","RUR","Rural","","0.96","0.96000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMDV2009","source","","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","MDV","Maldives","","RUR","Rural","","22.82","22.82000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMDV2009","source","","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","MDV","Maldives","","TOTL","Total","","6.17","6.17000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMEX2008","source","","PUBLISHED","Published","","2008","2008","","AMR","Americas","","MEX","Mexico","","TOTL","Total","","3.59","3.59000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMEX2008","source","","PUBLISHED","Published","","2008","2008","","AMR","Americas","","MEX","Mexico","","URB","Urban","","3.22","3.22000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMEX2010","source","","PUBLISHED","Published","","2010","2010","","AMR","Americas","","MEX","Mexico","","RUR","Rural","","3.90","3.90000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMEX2012","source","","PUBLISHED","Published","","2012","2012","","AMR","Americas","","MEX","Mexico","","TOTL","Total","","2.51","2.51000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMEX2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","MEX","Mexico","","RUR","Rural","","3.76","3.76000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMEX2016","source","","PUBLISHED","Published","","2016","2016","","AMR","Americas","","MEX","Mexico","","TOTL","Total","","1.55","1.55000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMEX2016","source","","PUBLISHED","Published","","2016","2016","","AMR","Americas","","MEX","Mexico","","URB","Urban","","0.18","0.18000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD1996","source","","PUBLISHED","Published","","1996","1996","","EUR","Europe","","MKD","Republic of North Macedonia","","RUR","Rural","","0.47","0.47000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD1997","source","","PUBLISHED","Published","","1997","1997","","EUR","Europe","","MKD","Republic of North Macedonia","","TOTL","Total","","0.02","0.02000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD1997","source","","PUBLISHED","Published","","1997","1997","","EUR","Europe","","MKD","Republic of North Macedonia","","URB","Urban","","0.00","0.00000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMKD1998","source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","MKD","Republic of North Macedonia","","URB","Urban","","1.59","1.59000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD1998","source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","MKD","Republic of North Macedonia","","RUR","Rural","","0.11","0.11000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMKD1999","source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","MKD","Republic of North Macedonia","","RUR","Rural","","1.22","1.22000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD1999","source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","MKD","Republic of North Macedonia","","TOTL","Total","","0.00","0.00000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMKD2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","MKD","Republic of North Macedonia","","TOTL","Total","","1.99","1.99000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMKD2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","MKD","Republic of North Macedonia","","URB","Urban","","1.67","1.67000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMKD2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","MKD","Republic of North Macedonia","","RUR","Rural","","7.71","7.71000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMKD2003","source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","MKD","Republic of North Macedonia","","TOTL","Total","","6.73","6.73000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMKD2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MKD","Republic of North Macedonia","","TOTL","Total","","7.06","7.06000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MKD","Republic of North Macedonia","","URB","Urban","","0.79","0.79000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","MKD","Republic of North Macedonia","","RUR","Rural","","0.69","0.69000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD2008","source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MKD","Republic of North Macedonia","","TOTL","Total","","0.57","0.57000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMKD2008","source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MKD","Republic of North Macedonia","","URB","Urban","","0.60","0.60000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLI1994","source","","PUBLISHED","Published","","1994","1994","","AFR","Africa","","MLI","Mali","","URB","Urban","","8.06","8.06000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMLI1994","source","","PUBLISHED","Published","","1994","1994","","AFR","Africa","","MLI","Mali","","RUR","Rural","","0.90","0.90000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLI2000","source","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MLI","Mali","","RUR","Rural","","7.05","7.05000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMLI2000","source","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MLI","Mali","","TOTL","Total","","1.30","1.30000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLI2001","source","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","MLI","Mali","","TOTL","Total","","3.58","3.58000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLI2001","source","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","MLI","Mali","","URB","Urban","","2.88","2.88000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLI2009","source","","PUBLISHED","Published","","2009","2009","","AFR","Africa","","MLI","Mali","","RUR","Rural","","4.68","4.68000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLI2011","source","","PUBLISHED","Published","","2011","2011","","AFR","Africa","","MLI","Mali","","TOTL","Total","","2.86","2.86000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLI2014","source","","PUBLISHED","Published","","2014","2014","","AFR","Africa","","MLI","Mali","","TOTL","Total","","4.83","4.83000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMLI2014","source","","PUBLISHED","Published","","2014","2014","","AFR","Africa","","MLI","Mali","","URB","Urban","","0.16","0.16000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMLI2015","source","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","MLI","Mali","","RUR","Rural","","0.35","0.35000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMLI2016","source","","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MLI","Mali","","TOTL","Total","","1.11","1.11000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMLI2016","source","","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MLI","Mali","","URB","Urban","","1.04","1.04000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMLT2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MLT","Malta","","URB","Urban","","15.80","15.80000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMLT2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MLT","Malta","","RUR","Rural","","4.06","4.06000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMMR2015","source","","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","MMR","Myanmar","","RUR","Rural","","14.83","14.83000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMMR2015","source","","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","MMR","Myanmar","","TOTL","Total","","2.78","2.78000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MNE","Montenegro","","TOTL","Total","","8.57","8.57000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MNE","Montenegro","","URB","Urban","","10.95","10.95000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","MNE","Montenegro","","RUR","Rural","","4.14","4.14000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","MNE","Montenegro","","TOTL","Total","","7.64","7.64000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","MNE","Montenegro","","TOTL","Total","","7.42","7.42000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNE2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","MNE","Montenegro","","URB","Urban","","0.67","0.67000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNE2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MNE","Montenegro","","RUR","Rural","","0.22","0.22000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNE2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MNE","Montenegro","","TOTL","Total","","0.75","0.75000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNE2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MNE","Montenegro","","URB","Urban","","0.69","0.69000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2012","source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MNE","Montenegro","","URB","Urban","","7.77","7.77000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNE2012","source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MNE","Montenegro","","RUR","Rural","","1.14","1.14000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","RUR","Rural","","8.38","8.38000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNE2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","MNE","Montenegro","","TOTL","Total","","1.73","1.73000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2014","source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","MNE","Montenegro","","TOTL","Total","","8.86","8.86000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2014","source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","MNE","Montenegro","","URB","Urban","","9.60","9.60000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNE2015","source","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","RUR","Rural","","11.51","11.51000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNG2002","source","","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","MNG","Mongolia","","TOTL","Total","","1.28","1.28000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNG2010","source","","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","URB","Urban","","0.19","0.19000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNG2011","source","","PUBLISHED","Published","","2011","2011","","WPR","Western Pacific","","MNG","Mongolia","","RUR","Rural","","0.27","0.27000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNG2012","source","","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MNG","Mongolia","","TOTL","Total","","0.46","0.46000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNG2012","source","","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MNG","Mongolia","","URB","Urban","","0.52","0.52000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMNG2014","source","","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","MNG","Mongolia","","URB","Urban","","1.25","1.25000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMNG2014","source","","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","MNG","Mongolia","","RUR","Rural","","0.85","0.85000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMOZ2002","source","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","MOZ","Mozambique","","RUR","Rural","","1.59","1.59000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMOZ2002","source","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","MOZ","Mozambique","","TOTL","Total","","0.63","0.63000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMOZ2008","source","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MOZ","Mozambique","","TOTL","Total","","1.19","1.19000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMOZ2008","source","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MOZ","Mozambique","","URB","Urban","","1.09","1.09000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMOZ2014","source","","PUBLISHED","Published","","2014","2014","","AFR","Africa","","MOZ","Mozambique","","RUR","Rural","","1.65","1.65000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMRT2004","source","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MRT","Mauritania","","URB","Urban","","9.78","9.78000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMRT2004","source","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MRT","Mauritania","","RUR","Rural","","2.27","2.27000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMRT2008","source","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MRT","Mauritania","","RUR","Rural","","11.39","11.39000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPMRT2008","source","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MRT","Mauritania","","TOTL","Total","","1.22","1.22000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPMRT2014","source","","PUBLISHED","Published","","2014","2014","","AFR","Africa","","MRT","Mauritania","","TOTL","Total","","11.66","11.66000","","","","",""
